Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
744,15,28-01-2019 18:00,Spectrum Center,Charlotte Hornets,New York Knicks,101,92,Charlotte Hornets
745,15,28-01-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Golden State Warriors,100,132,Golden State Warriors
746,15,28-01-2019 18:30,TD Garden,Boston Celtics,Brooklyn Nets,112,104,Boston Celtics
747,15,28-01-2019 19:00,FedExForum,Memphis Grizzlies,Denver Nuggets,92,95,Denver Nuggets
748,15,28-01-2019 21:30,Staples Center,LA Clippers,Atlanta Hawks,118,123,Atlanta Hawks
749,15,29-01-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,Washington Wizards,116,113,Cleveland Cavaliers
750,15,29-01-2019 18:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,105,115,Milwaukee Bucks
751,15,29-01-2019 18:00,Amway Center,Orlando Magic,Oklahoma City Thunder,117,126,Oklahoma City Thunder
752,15,29-01-2019 18:30,Barclays Center,Brooklyn Nets,Chicago Bulls,122,117,Brooklyn Nets
753,15,29-01-2019 19:00,Toyota Center,Houston Rockets,New Orleans Pelicans,116,121,New Orleans Pelicans
754,15,29-01-2019 19:30,AT+ACY-T Center,San Antonio Spurs,Phoenix Suns,126,124,San Antonio Spurs
755,15,29-01-2019 21:30,Staples Center,Los Angeles Lakers,Philadelphia 76ers,105,121,Philadelphia 76ers
756,15,30-01-2019 18:30,TD Garden,Boston Celtics,Charlotte Hornets,126,94,Boston Celtics
757,15,30-01-2019 18:30,AmericanAirlines Arena,Miami Heat,Chicago Bulls,89,105,Chicago Bulls
758,15,30-01-2019 18:30,Madison Square Garden,New York Knicks,Dallas Mavericks,90,114,Dallas Mavericks
759,15,30-01-2019 19:00,Capital One Arena,Washington Wizards,Indiana Pacers,107,89,Washington Wizards
760,15,30-01-2019 19:00,Target Center,Minnesota Timberwolves,Memphis Grizzlies,99,97,Minnesota Timberwolves
761,15,30-01-2019 19:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,99,105,Denver Nuggets
762,15,30-01-2019 21:00,Golden 1 Center,Sacramento Kings,Atlanta Hawks,135,113,Sacramento Kings
763,15,30-01-2019 21:30,Moda Center,Portland Trail Blazers,Utah Jazz,132,105,Portland Trail Blazers
764,16,31-01-2019 18:00,Little Caesars Arena,Detroit Pistons,Dallas Mavericks,93,89,Detroit Pistons
765,16,31-01-2019 18:00,Amway Center,Orlando Magic,Indiana Pacers,107,100,Orlando Magic
766,16,31-01-2019 19:00,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,92,105,Milwaukee Bucks
767,16,31-01-2019 19:30,AT+ACY-T Center,San Antonio Spurs,Brooklyn Nets,117,114,San Antonio Spurs
768,16,31-01-2019 21:30,ORACLE Arena,Golden State Warriors,Philadelphia 76ers,104,113,Philadelphia 76ers
769,16,31-01-2019 21:30,Staples Center,LA Clippers,Los Angeles Lakers,120,123,Los Angeles Lakers
770,16,01-02-2019 18:00,Spectrum Center,Charlotte Hornets,Memphis Grizzlies,100,92,Charlotte Hornets
771,16,01-02-2019 18:30,Madison Square Garden,New York Knicks,Boston Celtics,99,113,Boston Celtics
772,16,01-02-2019 19:00,AmericanAirlines Arena,Miami Heat,Oklahoma City Thunder,102,118,Oklahoma City Thunder
773,16,01-02-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Atlanta Hawks,128,112,Utah Jazz
774,16,01-02-2019 21:00,Pepsi Center,Denver Nuggets,Houston Rockets,136,122,Denver Nuggets
775,16,02-02-2019 16:00,Little Caesars Arena,Detroit Pistons,LA Clippers,101,111,LA Clippers
776,16,02-02-2019 18:00,Spectrum Center,Charlotte Hornets,Chicago Bulls,125,118,Charlotte Hornets
777,16,02-02-2019 18:00,Amway Center,Orlando Magic,Brooklyn Nets,102,89,Orlando Magic
778,16,02-02-2019 18:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,115,131,Milwaukee Bucks
779,16,02-02-2019 18:30,Quicken Loans Arena,Cleveland Cavaliers,Dallas Mavericks,98,111,Dallas Mavericks
780,16,02-02-2019 18:30,AmericanAirlines Arena,Miami Heat,Indiana Pacers,88,95,Indiana Pacers
781,16,02-02-2019 19:30,AT+ACY-T Center,San Antonio Spurs,New Orleans Pelicans,113,108,San Antonio Spurs
782,16,02-02-2019 19:30,ORACLE Arena,Golden State Warriors,Los Angeles Lakers,115,101,Golden State Warriors
783,16,02-02-2019 20:00,Target Center,Minnesota Timberwolves,Denver Nuggets,106,107,Denver Nuggets
784,16,02-02-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Atlanta Hawks,112,118,Atlanta Hawks
785,16,02-02-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Houston Rockets,98,125,Houston Rockets
786,16,02-02-2019 21:00,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,115,108,Sacramento Kings
787,16,03-02-2019 12:00,Madison Square Garden,New York Knicks,Memphis Grizzlies,84,96,Memphis Grizzlies
788,16,03-02-2019 13:00,TD Garden,Boston Celtics,Oklahoma City Thunder,134,129,Boston Celtics
789,16,03-02-2019 14:00,Scotiabank Arena,Toronto Raptors,LA Clippers,121,103,Toronto Raptors
790,16,04-02-2019 18:00,Little Caesars Arena,Detroit Pistons,Denver Nuggets,129,103,Detroit Pistons
791,16,04-02-2019 18:00,Capital One Arena,Washington Wizards,Atlanta Hawks,129,137,Atlanta Hawks
792,16,04-02-2019 18:30,Barclays Center,Brooklyn Nets,Milwaukee Bucks,94,113,Milwaukee Bucks
793,16,04-02-2019 19:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,107,109,Indiana Pacers
794,16,04-02-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Houston Rockets,110,118,Houston Rockets
795,16,04-02-2019 21:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,127,112,Sacramento Kings
796,16,05-02-2019 18:00,Spectrum Center,Charlotte Hornets,LA Clippers,115,117,LA Clippers
797,16,05-02-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,Boston Celtics,96,103,Boston Celtics
798,16,05-02-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Los Angeles Lakers,136,94,Indiana Pacers
799,16,05-02-2019 18:30,Madison Square Garden,New York Knicks,Detroit Pistons,92,105,Detroit Pistons
800,16,05-02-2019 19:00,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,107,119,Toronto Raptors
801,16,05-02-2019 19:00,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,108,106,Memphis Grizzlies
802,16,05-02-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Orlando Magic,132,122,Oklahoma City Thunder
803,16,05-02-2019 21:30,Moda Center,Portland Trail Blazers,Miami Heat,108,118,Miami Heat
804,16,06-02-2019 18:30,Barclays Center,Brooklyn Nets,Denver Nuggets,135,130,Brooklyn Nets
805,16,06-02-2019 19:00,United Center,Chicago Bulls,New Orleans Pelicans,120,125,New Orleans Pelicans
806,16,06-02-2019 19:00,Fiserv Forum,Milwaukee Bucks,Washington Wizards,148,129,Milwaukee Bucks
807,16,06-02-2019 19:30,American Airlines Center,Dallas Mavericks,Charlotte Hornets,99,93,Dallas Mavericks
808,16,06-02-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Phoenix Suns,116,88,Utah Jazz
809,16,06-02-2019 21:00,Golden 1 Center,Sacramento Kings,Houston Rockets,101,127,Houston Rockets
810,16,06-02-2019 21:30,ORACLE Arena,Golden State Warriors,San Antonio Spurs,141,102,Golden State Warriors
811,17,07-02-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,LA Clippers,116,92,Indiana Pacers
812,17,07-02-2019 18:00,Amway Center,Orlando Magic,Minnesota Timberwolves,122,112,Orlando Magic
813,17,07-02-2019 18:30,State Farm Arena,Atlanta Hawks,Toronto Raptors,101,119,Toronto Raptors
814,17,07-02-2019 19:00,TD Garden,Boston Celtics,Los Angeles Lakers,128,129,Los Angeles Lakers
815,17,07-02-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Memphis Grizzlies,117,95,Oklahoma City Thunder
816,17,07-02-2019 21:30,Moda Center,Portland Trail Blazers,San Antonio Spurs,127,118,Portland Trail Blazers
817,17,08-02-2019 18:00,Little Caesars Arena,Detroit Pistons,New York Knicks,120,103,Detroit Pistons
818,17,08-02-2019 18:00,Wells Fargo Center,Philadelphia 76ers,Denver Nuggets,117,110,Philadelphia 76ers
819,17,08-02-2019 18:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,119,106,Washington Wizards
820,17,08-02-2019 18:30,Barclays Center,Brooklyn Nets,Chicago Bulls,106,125,Chicago Bulls
821,17,08-02-2019 19:30,American Airlines Center,Dallas Mavericks,Milwaukee Bucks,107,122,Milwaukee Bucks
822,17,08-02-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Golden State Warriors,107,117,Golden State Warriors
823,17,08-02-2019 20:30,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,122,117,New Orleans Pelicans
824,17,08-02-2019 21:00,Golden 1 Center,Sacramento Kings,Miami Heat,102,96,Sacramento Kings
825,17,09-02-2019 16:00,Vivint Smart Home Arena,Utah Jazz,San Antonio Spurs,125,105,Utah Jazz
826,17,09-02-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Cleveland Cavaliers,105,90,Indiana Pacers
827,17,09-02-2019 18:30,State Farm Arena,Atlanta Hawks,Charlotte Hornets,120,129,Charlotte Hornets
828,17,09-02-2019 18:30,Madison Square Garden,New York Knicks,Toronto Raptors,99,104,Toronto Raptors
829,17,09-02-2019 19:00,TD Garden,Boston Celtics,LA Clippers,112,123,LA Clippers
830,17,09-02-2019 19:00,United Center,Chicago Bulls,Washington Wizards,125,134,Washington Wizards
831,17,09-02-2019 19:00,FedExForum,Memphis Grizzlies,New Orleans Pelicans,99,90,Memphis Grizzlies
832,17,09-02-2019 19:30,Toyota Center,Houston Rockets,Oklahoma City Thunder,112,117,Oklahoma City Thunder
833,17,09-02-2019 20:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,83,103,Orlando Magic
834,17,10-02-2019 14:00,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,102,101,Dallas Mavericks
835,17,10-02-2019 14:30,Wells Fargo Center,Philadelphia 76ers,Los Angeles Lakers,143,120,Philadelphia 76ers
836,17,10-02-2019 17:00,Golden 1 Center,Sacramento Kings,Phoenix Suns,117,104,Sacramento Kings
837,17,10-02-2019 18:30,State Farm Arena,Atlanta Hawks,Orlando Magic,108,124,Orlando Magic
838,17,10-02-2019 19:30,ORACLE Arena,Golden State Warriors,Miami Heat,120,118,Golden State Warriors
839,17,11-02-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,New York Knicks,107,104,Cleveland Cavaliers
840,17,11-02-2019 18:00,Little Caesars Arena,Detroit Pistons,Washington Wizards,121,112,Detroit Pistons
841,17,11-02-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Charlotte Hornets,99,90,Indiana Pacers
842,17,11-02-2019 18:30,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,127,125,Toronto Raptors
843,17,11-02-2019 19:00,United Center,Chicago Bulls,Milwaukee Bucks,99,112,Milwaukee Bucks
844,17,11-02-2019 19:00,Toyota Center,Houston Rockets,Dallas Mavericks,120,104,Houston Rockets
845,17,11-02-2019 19:00,Target Center,Minnesota Timberwolves,LA Clippers,130,120,Minnesota Timberwolves
846,17,11-02-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Portland Trail Blazers,120,111,Oklahoma City Thunder
847,17,11-02-2019 20:00,Pepsi Center,Denver Nuggets,Miami Heat,103,87,Denver Nuggets
848,17,12-02-2019 18:30,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,117,113,Atlanta Hawks
849,17,12-02-2019 19:00,Wells Fargo Center,Philadelphia 76ers,Boston Celtics,109,112,Boston Celtics
850,17,12-02-2019 19:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,107,108,San Antonio Spurs
851,17,12-02-2019 19:00,Smoothie King Center,New Orleans Pelicans,Orlando Magic,88,118,Orlando Magic
852,17,12-02-2019 21:30,ORACLE Arena,Golden State Warriors,Utah Jazz,115,108,Golden State Warriors
853,17,13-02-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,Brooklyn Nets,139,148,Brooklyn Nets
854,17,13-02-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Milwaukee Bucks,97,106,Milwaukee Bucks
855,17,13-02-2019 18:30,TD Garden,Boston Celtics,Detroit Pistons,118,110,Boston Celtics
856,17,13-02-2019 18:30,Madison Square Garden,New York Knicks,Philadelphia 76ers,111,126,Philadelphia 76ers
857,17,13-02-2019 18:30,Scotiabank Arena,Toronto Raptors,Washington Wizards,129,120,Toronto Raptors
858,17,13-02-2019 19:00,United Center,Chicago Bulls,Memphis Grizzlies,122,110,Chicago Bulls
861,17,13-02-2019 19:00,Target Center,Minnesota Timberwolves,Houston Rockets,121,111,Minnesota Timberwolves
859,17,13-02-2019 19:30,American Airlines Center,Dallas Mavericks,Miami Heat,101,112,Miami Heat
860,17,13-02-2019 20:00,Pepsi Center,Denver Nuggets,Sacramento Kings,120,118,Denver Nuggets
862,17,13-02-2019 21:30,Moda Center,Portland Trail Blazers,Golden State Warriors,129,107,Portland Trail Blazers
863,17,13-02-2019 21:30,Staples Center,LA Clippers,Phoenix Suns,134,107,LA Clippers
864,17,14-02-2019 18:00,Amway Center,Orlando Magic,Charlotte Hornets,127,89,Orlando Magic
865,17,14-02-2019 18:30,State Farm Arena,Atlanta Hawks,New York Knicks,91,106,New York Knicks
866,17,14-02-2019 19:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,131,122,New Orleans Pelicans
867,18,21-02-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,Phoenix Suns,111,98,Cleveland Cavaliers
868,18,21-02-2019 18:00,Wells Fargo Center,Philadelphia 76ers,Miami Heat,106,102,Philadelphia 76ers
869,18,21-02-2019 18:30,Barclays Center,Brooklyn Nets,Portland Trail Blazers,99,113,Portland Trail Blazers
870,18,21-02-2019 19:00,Fiserv Forum,Milwaukee Bucks,Boston Celtics,98,97,Milwaukee Bucks
871,18,21-02-2019 21:30,ORACLE Arena,Golden State Warriors,Sacramento Kings,125,123,Golden State Warriors
872,18,21-02-2019 21:30,Staples Center,Los Angeles Lakers,Houston Rockets,111,106,Los Angeles Lakers
873,18,22-02-2019 18:00,Spectrum Center,Charlotte Hornets,Washington Wizards,123,110,Charlotte Hornets
874,18,22-02-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,New Orleans Pelicans,126,111,Indiana Pacers
875,18,22-02-2019 18:00,Amway Center,Orlando Magic,Chicago Bulls,109,110,Chicago Bulls
876,18,22-02-2019 18:00,Scotiabank Arena,Toronto Raptors,San Antonio Spurs,120,117,Toronto Raptors
877,18,22-02-2019 18:30,State Farm Arena,Atlanta Hawks,Detroit Pistons,122,125,Detroit Pistons
878,18,22-02-2019 18:30,Madison Square Garden,New York Knicks,Minnesota Timberwolves,104,115,Minnesota Timberwolves
879,18,22-02-2019 19:00,FedExForum,Memphis Grizzlies,LA Clippers,106,112,LA Clippers
880,18,22-02-2019 19:30,American Airlines Center,Dallas Mavericks,Denver Nuggets,104,114,Denver Nuggets
881,18,22-02-2019 20:30,Chesapeake Energy Arena,Oklahoma City Thunder,Utah Jazz,148,147,Oklahoma City Thunder
882,18,23-02-2019 12:00,Wells Fargo Center,Philadelphia 76ers,Portland Trail Blazers,115,130,Portland Trail Blazers
883,18,23-02-2019 18:00,State Farm Arena,Atlanta Hawks,Phoenix Suns,120,112,Atlanta Hawks
884,18,23-02-2019 18:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,115,117,Brooklyn Nets
885,18,23-02-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,Memphis Grizzlies,112,107,Cleveland Cavaliers
886,18,23-02-2019 18:00,Capital One Arena,Washington Wizards,Indiana Pacers,112,119,Indiana Pacers
887,18,23-02-2019 18:00,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,128,115,New Orleans Pelicans
888,18,23-02-2019 18:30,AmericanAirlines Arena,Miami Heat,Detroit Pistons,96,119,Detroit Pistons
889,18,23-02-2019 19:00,United Center,Chicago Bulls,Boston Celtics,126,116,Chicago Bulls
890,18,23-02-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Sacramento Kings,116,119,Sacramento Kings
891,18,23-02-2019 19:30,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,140,128,Milwaukee Bucks
892,18,23-02-2019 19:30,ORACLE Arena,Golden State Warriors,Houston Rockets,112,118,Houston Rockets
893,18,23-02-2019 21:00,Vivint Smart Home Arena,Utah Jazz,Dallas Mavericks,125,109,Utah Jazz
894,18,24-02-2019 14:30,Scotiabank Arena,Toronto Raptors,Orlando Magic,98,113,Orlando Magic
895,18,24-02-2019 16:00,Pepsi Center,Denver Nuggets,LA Clippers,123,96,Denver Nuggets
896,18,24-02-2019 18:30,Madison Square Garden,New York Knicks,San Antonio Spurs,130,118,New York Knicks
897,18,25-02-2019 18:00,Spectrum Center,Charlotte Hornets,Golden State Warriors,110,121,Golden State Warriors
898,18,25-02-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,Portland Trail Blazers,110,123,Portland Trail Blazers
899,18,25-02-2019 18:00,Little Caesars Arena,Detroit Pistons,Indiana Pacers,113,109,Detroit Pistons
900,18,25-02-2019 18:30,Barclays Center,Brooklyn Nets,San Antonio Spurs,101,85,Brooklyn Nets
901,18,25-02-2019 18:30,AmericanAirlines Arena,Miami Heat,Phoenix Suns,121,124,Phoenix Suns
902,18,25-02-2019 19:00,United Center,Chicago Bulls,Milwaukee Bucks,106,117,Milwaukee Bucks
903,18,25-02-2019 19:00,Toyota Center,Houston Rockets,Atlanta Hawks,119,111,Houston Rockets
904,18,25-02-2019 19:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,110,105,Memphis Grizzlies
905,18,25-02-2019 19:00,Target Center,Minnesota Timberwolves,Sacramento Kings,112,105,Minnesota Timberwolves
906,18,25-02-2019 19:00,Smoothie King Center,New Orleans Pelicans,Philadelphia 76ers,110,111,Philadelphia 76ers
907,18,25-02-2019 21:30,Staples Center,LA Clippers,Dallas Mavericks,121,112,LA Clippers
908,18,26-02-2019 18:30,Madison Square Garden,New York Knicks,Orlando Magic,108,103,New York Knicks
909,18,26-02-2019 19:00,Scotiabank Arena,Toronto Raptors,Boston Celtics,118,95,Toronto Raptors
910,18,26-02-2019 21:30,Pepsi Center,Denver Nuggets,Oklahoma City Thunder,121,112,Denver Nuggets
911,18,27-02-2019 18:00,Spectrum Center,Charlotte Hornets,Houston Rockets,113,118,Houston Rockets
912,18,27-02-2019 18:30,State Farm Arena,Atlanta Hawks,Minnesota Timberwolves,131,123,Atlanta Hawks
914,18,27-02-2019 18:30,Barclays Center,Brooklyn Nets,Washington Wizards,116,125,Washington Wizards
915,18,27-02-2019 18:30,AmericanAirlines Arena,Miami Heat,Golden State Warriors,126,125,Miami Heat
913,18,27-02-2019 19:00,TD Garden,Boston Celtics,Portland Trail Blazers,92,97,Portland Trail Blazers
916,18,27-02-2019 19:00,FedExForum,Memphis Grizzlies,Chicago Bulls,107,109,Chicago Bulls
917,18,27-02-2019 19:30,AT+ACY-T Center,San Antonio Spurs,Detroit Pistons,105,93,San Antonio Spurs
918,18,27-02-2019 19:30,American Airlines Center,Dallas Mavericks,Indiana Pacers,110,101,Dallas Mavericks
919,18,27-02-2019 20:00,Vivint Smart Home Arena,Utah Jazz,LA Clippers,111,105,Utah Jazz
920,18,27-02-2019 21:00,Golden 1 Center,Sacramento Kings,Milwaukee Bucks,140,141,Milwaukee Bucks
921,18,27-02-2019 21:30,Staples Center,Los Angeles Lakers,New Orleans Pelicans,125,119,Los Angeles Lakers
922,19,28-02-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Minnesota Timberwolves,122,115,Indiana Pacers
923,19,28-02-2019 18:00,Amway Center,Orlando Magic,Golden State Warriors,103,96,Orlando Magic
924,19,28-02-2019 18:30,Madison Square Garden,New York Knicks,Cleveland Cavaliers,118,125,Cleveland Cavaliers
925,19,28-02-2019 19:00,Toyota Center,Houston Rockets,Miami Heat,121,118,Houston Rockets
927,19,28-02-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Philadelphia 76ers,104,108,Philadelphia 76ers
926,19,28-02-2019 21:30,Pepsi Center,Denver Nuggets,Utah Jazz,104,111,Utah Jazz
928,19,01-03-2019 18:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,161,168,Chicago Bulls
929,19,01-03-2019 18:30,Barclays Center,Brooklyn Nets,Charlotte Hornets,112,123,Charlotte Hornets
930,19,01-03-2019 19:00,Scotiabank Arena,Toronto Raptors,Portland Trail Blazers,119,117,Toronto Raptors
931,19,01-03-2019 19:00,TD Garden,Boston Celtics,Washington Wizards,107,96,Boston Celtics
932,19,01-03-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,New Orleans Pelicans,116,130,New Orleans Pelicans
933,19,01-03-2019 21:00,Golden 1 Center,Sacramento Kings,LA Clippers,109,116,LA Clippers
934,19,01-03-2019 21:30,Staples Center,Los Angeles Lakers,Milwaukee Bucks,120,131,Milwaukee Bucks
935,19,02-03-2019 16:00,Quicken Loans Arena,Cleveland Cavaliers,Detroit Pistons,93,129,Detroit Pistons
936,19,02-03-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Orlando Magic,112,117,Orlando Magic
937,19,02-03-2019 18:30,AmericanAirlines Arena,Miami Heat,Brooklyn Nets,117,88,Miami Heat
938,19,02-03-2019 19:30,Wells Fargo Center,Philadelphia 76ers,Golden State Warriors,117,120,Golden State Warriors
939,19,02-03-2019 19:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,81,111,Memphis Grizzlies
940,19,02-03-2019 19:30,AT+ACY-T Center,San Antonio Spurs,Oklahoma City Thunder,116,102,San Antonio Spurs
941,19,02-03-2019 20:00,Pepsi Center,Denver Nuggets,New Orleans Pelicans,112,120,New Orleans Pelicans
942,19,02-03-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Los Angeles Lakers,118,109,Phoenix Suns
943,19,02-03-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Milwaukee Bucks,115,111,Utah Jazz
944,19,03-03-2019 12:00,Spectrum Center,Charlotte Hornets,Portland Trail Blazers,108,118,Portland Trail Blazers
945,19,03-03-2019 14:30,TD Garden,Boston Celtics,Houston Rockets,104,115,Houston Rockets
946,19,03-03-2019 14:30,United Center,Chicago Bulls,Atlanta Hawks,118,123,Atlanta Hawks
947,19,03-03-2019 14:30,Staples Center,LA Clippers,New York Knicks,128,107,LA Clippers
948,19,03-03-2019 17:00,Quicken Loans Arena,Cleveland Cavaliers,Orlando Magic,107,93,Cleveland Cavaliers
949,19,03-03-2019 17:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,112,107,Detroit Pistons
950,19,03-03-2019 17:00,Capital One Arena,Washington Wizards,Minnesota Timberwolves,135,121,Washington Wizards
951,19,03-03-2019 18:00,Chesapeake Energy Arena,Oklahoma City Thunder,Memphis Grizzlies,99,95,Oklahoma City Thunder
952,19,04-03-2019 18:30,Barclays Center,Brooklyn Nets,Dallas Mavericks,127,88,Brooklyn Nets
953,19,04-03-2019 18:30,AmericanAirlines Arena,Miami Heat,Atlanta Hawks,114,113,Miami Heat
954,19,04-03-2019 19:30,AT+ACY-T Center,San Antonio Spurs,Denver Nuggets,104,103,San Antonio Spurs
955,19,04-03-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Milwaukee Bucks,114,105,Phoenix Suns
956,19,04-03-2019 20:00,Vivint Smart Home Arena,Utah Jazz,New Orleans Pelicans,112,115,New Orleans Pelicans
957,19,04-03-2019 21:00,Golden 1 Center,Sacramento Kings,New York Knicks,115,108,Sacramento Kings
958,19,04-03-2019 21:30,Staples Center,Los Angeles Lakers,LA Clippers,105,113,LA Clippers
959,19,05-03-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Chicago Bulls,105,96,Indiana Pacers
960,19,05-03-2019 18:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,114,106,Philadelphia 76ers
961,19,05-03-2019 19:00,Scotiabank Arena,Toronto Raptors,Houston Rockets,95,107,Houston Rockets
962,19,05-03-2019 19:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,120,111,Memphis Grizzlies
963,19,05-03-2019 19:00,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,131,120,Minnesota Timberwolves
964,19,05-03-2019 21:30,ORACLE Arena,Golden State Warriors,Boston Celtics,95,128,Boston Celtics
965,19,06-03-2019 18:00,Spectrum Center,Charlotte Hornets,Miami Heat,84,91,Miami Heat
966,19,06-03-2019 18:00,Little Caesars Arena,Detroit Pistons,Minnesota Timberwolves,131,114,Detroit Pistons
967,19,06-03-2019 18:00,Capital One Arena,Washington Wizards,Dallas Mavericks,132,123,Washington Wizards
968,19,06-03-2019 18:30,State Farm Arena,Atlanta Hawks,San Antonio Spurs,104,111,San Antonio Spurs
969,19,06-03-2019 18:30,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,113,107,Brooklyn Nets
970,19,06-03-2019 19:00,United Center,Chicago Bulls,Philadelphia 76ers,108,107,Chicago Bulls
971,19,06-03-2019 19:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,104,114,Utah Jazz
972,19,06-03-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,New York Knicks,107,96,Phoenix Suns
973,19,06-03-2019 21:00,Golden 1 Center,Sacramento Kings,Boston Celtics,109,111,Boston Celtics
974,19,06-03-2019 21:30,Staples Center,Los Angeles Lakers,Denver Nuggets,99,115,Denver Nuggets
975,20,07-03-2019 19:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,117,98,Milwaukee Bucks
976,20,07-03-2019 21:30,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,121,129,Oklahoma City Thunder
977,20,08-03-2019 18:00,Spectrum Center,Charlotte Hornets,Washington Wizards,112,111,Charlotte Hornets
978,20,08-03-2019 18:00,Amway Center,Orlando Magic,Dallas Mavericks,111,106,Orlando Magic
979,20,08-03-2019 19:00,AmericanAirlines Arena,Miami Heat,Cleveland Cavaliers,126,110,Miami Heat
980,20,08-03-2019 19:00,United Center,Chicago Bulls,Detroit Pistons,104,112,Detroit Pistons
981,20,08-03-2019 19:00,Toyota Center,Houston Rockets,Philadelphia 76ers,107,91,Houston Rockets
982,20,08-03-2019 19:00,FedExForum,Memphis Grizzlies,Utah Jazz,114,104,Memphis Grizzlies
983,20,08-03-2019 19:00,Smoothie King Center,New Orleans Pelicans,Toronto Raptors,104,127,Toronto Raptors
984,20,08-03-2019 21:30,ORACLE Arena,Golden State Warriors,Denver Nuggets,122,105,Golden State Warriors
985,20,08-03-2019 21:30,Staples Center,LA Clippers,Oklahoma City Thunder,118,110,LA Clippers
986,20,09-03-2019 11:00,Madison Square Garden,New York Knicks,Sacramento Kings,94,102,Sacramento Kings
987,20,09-03-2019 18:00,State Farm Arena,Atlanta Hawks,Brooklyn Nets,112,114,Brooklyn Nets
988,20,09-03-2019 19:00,Target Center,Minnesota Timberwolves,Washington Wizards,135,130,Minnesota Timberwolves
989,20,09-03-2019 19:30,Staples Center,Los Angeles Lakers,Boston Celtics,107,120,Boston Celtics
990,20,09-03-2019 20:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,131,114,Milwaukee Bucks
991,20,09-03-2019 21:00,Moda Center,Portland Trail Blazers,Phoenix Suns,127,120,Portland Trail Blazers
