Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result,
620,13,17-01-2020 18:00,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,100,89,Philadelphia 76ers,
621,13,17-01-2020 18:00,Scotiabank Arena,Toronto Raptors,Washington Wizards,140,111,Toronto Raptors,
622,13,17-01-2020 19:00,FedExForum,Memphis Grizzlies,Cleveland Cavaliers,113,109,Memphis Grizzlies,
623,13,17-01-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Miami Heat,108,115,Miami Heat,
624,13,17-01-2020 19:30,AT&T Center,San Antonio Spurs,Atlanta Hawks,120,121,Atlanta Hawks,
625,13,17-01-2020 20:30,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,120,112,Dallas Mavericks,
626,13,18-01-2020 14:30,Smoothie King Center,New Orleans Pelicans,LA Clippers,130,133,LA Clippers,
627,13,18-01-2020 17:00,Barclays Center,Brooklyn Nets,Milwaukee Bucks,97,117,Milwaukee Bucks,
628,13,18-01-2020 18:00,TD Garden,Boston Celtics,Phoenix Suns,119,123,Phoenix Suns,
629,13,18-01-2020 18:30,State Farm Arena,Atlanta Hawks,Detroit Pistons,103,136,Detroit Pistons,
630,13,18-01-2020 18:30,Madison Square Garden,New York Knicks,Philadelphia 76ers,87,90,Philadelphia 76ers,
631,13,18-01-2020 19:00,United Center,Chicago Bulls,Cleveland Cavaliers,118,116,Chicago Bulls,
632,13,18-01-2020 19:00,Target Center,Minnesota Timberwolves,Toronto Raptors,112,122,Toronto Raptors,
633,13,18-01-2020 19:30,Toyota Center,Houston Rockets,Los Angeles Lakers,115,124,Los Angeles Lakers,
634,13,18-01-2020 19:30,Chase Center,Golden State Warriors,Orlando Magic,109,95,Golden State Warriors,
635,13,18-01-2020 20:00,Chesapeake Energy Arena,Oklahoma City Thunder,Portland Trail Blazers,119,106,Oklahoma City Thunder,
636,13,18-01-2020 20:00,Vivint Smart Home Arena,Utah Jazz,Sacramento Kings,123,101,Utah Jazz,
637,13,19-01-2020 14:00,AT&T Center,San Antonio Spurs,Miami Heat,107,102,San Antonio Spurs,
638,13,19-01-2020 19:00,Pepsi Center,Denver Nuggets,Indiana Pacers,107,115,Indiana Pacers,
639,13,20-01-2020 13:00,Capital One Arena,Washington Wizards,Detroit Pistons,106,100,Washington Wizards,
640,13,20-01-2020 13:30,State Farm Arena,Atlanta Hawks,Toronto Raptors,117,122,Toronto Raptors,
641,13,20-01-2020 14:00,Barclays Center,Brooklyn Nets,Philadelphia 76ers,111,117,Philadelphia 76ers,
642,13,20-01-2020 16:00,Spectrum Center,Charlotte Hornets,Orlando Magic,83,106,Orlando Magic,
643,13,20-01-2020 16:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,86,106,New York Knicks,
644,13,20-01-2020 16:00,American Airlines Arena,Miami Heat,Sacramento Kings,118,113,Miami Heat,
645,13,20-01-2020 16:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,107,112,Oklahoma City Thunder,
646,13,20-01-2020 16:00,FedExForum,Memphis Grizzlies,New Orleans Pelicans,116,126,New Orleans Pelicans,
647,13,20-01-2020 16:00,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,111,98,Milwaukee Bucks,
648,13,20-01-2020 18:30,TD Garden,Boston Celtics,Los Angeles Lakers,139,107,Boston Celtics,
649,13,20-01-2020 19:00,Target Center,Minnesota Timberwolves,Denver Nuggets,100,107,Denver Nuggets,
650,13,20-01-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,San Antonio Spurs,118,120,San Antonio Spurs,
651,13,20-01-2020 20:00,Vivint Smart Home Arena,Utah Jazz,Indiana Pacers,118,88,Utah Jazz,
652,13,20-01-2020 21:00,Moda Center,Portland Trail Blazers,Golden State Warriors,129,124,Portland Trail Blazers,
653,13,21-01-2020 19:30,American Airlines Center,Dallas Mavericks,LA Clippers,107,110,LA Clippers,
654,13,22-01-2020 18:00,Little Caesars Arena,Detroit Pistons,Sacramento Kings,127,106,Detroit Pistons,
655,13,22-01-2020 18:00,Amway Center,Orlando Magic,Oklahoma City Thunder,114,120,Oklahoma City Thunder,
660,13,22-01-2020 18:00,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,107,95,Toronto Raptors,
656,13,22-01-2020 18:30,State Farm Arena,Atlanta Hawks,LA Clippers,102,95,Atlanta Hawks,
657,13,22-01-2020 18:30,TD Garden,Boston Celtics,Memphis Grizzlies,119,95,Boston Celtics,
658,13,22-01-2020 18:30,American Airlines Arena,Miami Heat,Washington Wizards,134,129,Miami Heat,
659,13,22-01-2020 18:30,Madison Square Garden,New York Knicks,Los Angeles Lakers,92,100,Los Angeles Lakers,
661,13,22-01-2020 19:00,United Center,Chicago Bulls,Minnesota Timberwolves,117,110,Chicago Bulls,
662,13,22-01-2020 19:00,Toyota Center,Houston Rockets,Denver Nuggets,121,105,Houston Rockets,
664,13,22-01-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Indiana Pacers,87,112,Indiana Pacers,
663,13,22-01-2020 20:30,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,117,121,San Antonio Spurs,
665,13,22-01-2020 21:00,Chase Center,Golden State Warriors,Utah Jazz,96,129,Utah Jazz,
666,14,23-01-2020 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,112,124,Washington Wizards,
667,14,23-01-2020 19:00,Barclays Center,Brooklyn Nets,Los Angeles Lakers,113,128,Los Angeles Lakers,
668,14,23-01-2020 21:30,Moda Center,Portland Trail Blazers,Dallas Mavericks,125,133,Dallas Mavericks,
669,14,24-01-2020 14:00,AccorHotels Arena,Charlotte Hornets,Milwaukee Bucks,103,116,Milwaukee Bucks,
670,14,24-01-2020 18:00,Little Caesars Arena,Detroit Pistons,Memphis Grizzlies,112,125,Memphis Grizzlies,
671,14,24-01-2020 18:00,Amway Center,Orlando Magic,Boston Celtics,98,109,Boston Celtics,
672,14,24-01-2020 18:30,Madison Square Garden,New York Knicks,Toronto Raptors,112,118,Toronto Raptors,
673,14,24-01-2020 19:00,American Airlines Arena,Miami Heat,LA Clippers,117,122,LA Clippers,
674,14,24-01-2020 19:00,United Center,Chicago Bulls,Sacramento Kings,81,98,Sacramento Kings,
675,14,24-01-2020 19:00,Target Center,Minnesota Timberwolves,Houston Rockets,124,131,Houston Rockets,
676,14,24-01-2020 19:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,106,113,Denver Nuggets,
677,14,24-01-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Atlanta Hawks,140,111,Oklahoma City Thunder,
678,14,24-01-2020 19:30,AT&T Center,San Antonio Spurs,Phoenix Suns,99,103,Phoenix Suns,
679,14,24-01-2020 21:30,Chase Center,Golden State Warriors,Indiana Pacers,118,129,Indiana Pacers,
680,14,25-01-2020 16:00,Vivint Smart Home Arena,Utah Jazz,Dallas Mavericks,112,107,Utah Jazz,
681,14,25-01-2020 18:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,111,121,Brooklyn Nets,
682,14,25-01-2020 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,106,118,Chicago Bulls,
683,14,25-01-2020 19:00,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,104,113,Oklahoma City Thunder,
684,14,25-01-2020 19:30,Wells Fargo Center,Philadelphia 76ers,Los Angeles Lakers,108,91,Philadelphia 76ers,
685,14,26-01-2020 14:30,Pepsi Center,Denver Nuggets,Houston Rockets,117,110,Denver Nuggets,
686,14,26-01-2020 15:00,AT&T Center,San Antonio Spurs,Toronto Raptors,106,110,Toronto Raptors,
687,14,26-01-2020 17:00,State Farm Arena,Atlanta Hawks,Washington Wizards,152,133,Atlanta Hawks,
688,14,26-01-2020 17:00,Madison Square Garden,New York Knicks,Brooklyn Nets,110,97,New York Knicks,
689,14,26-01-2020 17:00,Amway Center,Orlando Magic,LA Clippers,97,112,LA Clippers,
690,14,26-01-2020 17:00,FedExForum,Memphis Grizzlies,Phoenix Suns,114,109,Memphis Grizzlies,
691,14,26-01-2020 17:00,Smoothie King Center,New Orleans Pelicans,Boston Celtics,123,108,New Orleans Pelicans,
692,14,26-01-2020 20:00,Moda Center,Portland Trail Blazers,Indiana Pacers,139,129,Portland Trail Blazers,
693,14,27-01-2020 18:00,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,100,115,Cleveland Cavaliers,
694,14,27-01-2020 18:30,American Airlines Arena,Miami Heat,Orlando Magic,113,92,Miami Heat,
695,14,27-01-2020 19:00,United Center,Chicago Bulls,San Antonio Spurs,110,109,Chicago Bulls,
696,14,27-01-2020 19:00,Target Center,Minnesota Timberwolves,Sacramento Kings,129,133,Sacramento Kings,
697,14,27-01-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Dallas Mavericks,97,107,Dallas Mavericks,
698,14,27-01-2020 20:00,Vivint Smart Home Arena,Utah Jazz,Houston Rockets,117,126,Houston Rockets,
699,14,28-01-2020 18:00,Spectrum Center,Charlotte Hornets,New York Knicks,97,92,Charlotte Hornets,
702,14,28-01-2020 18:00,Wells Fargo Center,Philadelphia 76ers,Golden State Warriors,115,104,Philadelphia 76ers,
700,14,28-01-2020 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New Orleans Pelicans,111,125,New Orleans Pelicans,
703,14,28-01-2020 18:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,130,114,Toronto Raptors,
701,14,28-01-2020 19:00,American Airlines Arena,Miami Heat,Boston Celtics,101,109,Boston Celtics,
704,14,28-01-2020 19:00,FedExForum,Memphis Grizzlies,Denver Nuggets,104,96,Memphis Grizzlies,
705,14,28-01-2020 19:00,Fiserv Forum,Milwaukee Bucks,Washington Wizards,151,131,Milwaukee Bucks,
706,14,28-01-2020 19:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,104,133,Phoenix Suns,
708,14,29-01-2020 18:00,Bankers Life Fieldhouse,Indiana Pacers,Chicago Bulls,115,106,Indiana Pacers,
709,14,29-01-2020 18:30,Barclays Center,Brooklyn Nets,Detroit Pistons,125,115,Brooklyn Nets,
710,14,29-01-2020 18:30,Madison Square Garden,New York Knicks,Memphis Grizzlies,106,127,Memphis Grizzlies,
711,14,29-01-2020 19:30,AT&T Center,San Antonio Spurs,Utah Jazz,127,120,San Antonio Spurs,
712,14,29-01-2020 21:00,Moda Center,Portland Trail Blazers,Houston Rockets,125,112,Portland Trail Blazers,
713,14,29-01-2020 21:00,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,100,120,Oklahoma City Thunder,
714,15,30-01-2020 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,109,115,Toronto Raptors,
715,15,30-01-2020 18:00,Capital One Arena,Washington Wizards,Charlotte Hornets,121,107,Washington Wizards,
716,15,30-01-2020 18:30,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,127,117,Atlanta Hawks,
717,15,30-01-2020 19:00,TD Garden,Boston Celtics,Golden State Warriors,119,104,Boston Celtics,
718,15,30-01-2020 21:30,Pepsi Center,Denver Nuggets,Utah Jazz,106,100,Denver Nuggets,
719,15,30-01-2020 21:30,Staples Center,LA Clippers,Sacramento Kings,103,124,Sacramento Kings,
720,15,31-01-2020 18:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,92,105,Toronto Raptors,
721,15,31-01-2020 18:30,Barclays Center,Brooklyn Nets,Chicago Bulls,133,118,Brooklyn Nets,
722,15,31-01-2020 18:30,Toyota Center,Houston Rockets,Dallas Mavericks,128,121,Houston Rockets,
723,15,31-01-2020 19:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,139,111,New Orleans Pelicans,
724,15,31-01-2020 20:00,Fiserv Forum,Milwaukee Bucks,Denver Nuggets,115,127,Denver Nuggets,
725,15,31-01-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Oklahoma City Thunder,107,111,Oklahoma City Thunder,
726,15,31-01-2020 21:30,Staples Center,Los Angeles Lakers,Portland Trail Blazers,119,127,Portland Trail Blazers,
727,15,01-02-2020 14:30,Staples Center,LA Clippers,Minnesota Timberwolves,118,106,LA Clippers,
728,15,01-02-2020 18:00,Bankers Life Fieldhouse,Indiana Pacers,New York Knicks,85,92,New York Knicks,
729,15,01-02-2020 18:00,Amway Center,Orlando Magic,Miami Heat,89,102,Miami Heat,
730,15,01-02-2020 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Golden State Warriors,112,131,Golden State Warriors,
731,15,01-02-2020 19:00,Capital One Arena,Washington Wizards,Brooklyn Nets,113,107,Washington Wizards,
732,15,01-02-2020 19:30,TD Garden,Boston Celtics,Philadelphia 76ers,116,95,Boston Celtics,
733,15,01-02-2020 19:30,American Airlines Center,Dallas Mavericks,Atlanta Hawks,123,100,Dallas Mavericks,
734,15,01-02-2020 20:00,AT&T Center,San Antonio Spurs,Charlotte Hornets,114,90,San Antonio Spurs,
736,15,01-02-2020 21:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,113,129,Los Angeles Lakers,
735,15,01-02-2020 21:30,Moda Center,Portland Trail Blazers,Utah Jazz,124,107,Portland Trail Blazers,
737,15,02-02-2020 11:30,Little Caesars Arena,Detroit Pistons,Denver Nuggets,128,123,Detroit Pistons,
738,15,02-02-2020 13:00,Toyota Center,Houston Rockets,New Orleans Pelicans,117,109,Houston Rockets,
739,15,02-02-2020 13:00,Fiserv Forum,Milwaukee Bucks,Phoenix Suns,129,108,Milwaukee Bucks,
740,15,02-02-2020 14:00,Scotiabank Arena,Toronto Raptors,Chicago Bulls,129,102,Toronto Raptors,
741,15,03-02-2020 18:00,Spectrum Center,Charlotte Hornets,Orlando Magic,100,112,Orlando Magic,
742,15,03-02-2020 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,134,139,New York Knicks,
743,15,03-02-2020 18:00,Bankers Life Fieldhouse,Indiana Pacers,Dallas Mavericks,103,112,Dallas Mavericks,
744,15,03-02-2020 18:00,Capital One Arena,Washington Wizards,Golden State Warriors,117,125,Golden State Warriors,
745,15,03-02-2020 18:30,State Farm Arena,Atlanta Hawks,Boston Celtics,115,123,Boston Celtics,
746,15,03-02-2020 18:30,Barclays Center,Brooklyn Nets,Phoenix Suns,119,97,Brooklyn Nets,
747,15,03-02-2020 18:30,American Airlines Arena,Miami Heat,Philadelphia 76ers,137,106,Miami Heat,
748,15,03-02-2020 19:00,FedExForum,Memphis Grizzlies,Detroit Pistons,96,82,Memphis Grizzlies,
749,15,03-02-2020 21:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,113,109,Sacramento Kings,
750,15,03-02-2020 21:30,Staples Center,LA Clippers,San Antonio Spurs,108,105,LA Clippers,
751,15,04-02-2020 18:30,Smoothie King Center,New Orleans Pelicans,Milwaukee Bucks,108,120,Milwaukee Bucks,
752,15,04-02-2020 19:00,Toyota Center,Houston Rockets,Charlotte Hornets,125,110,Houston Rockets,
753,15,04-02-2020 20:00,Pepsi Center,Denver Nuggets,Portland Trail Blazers,127,99,Denver Nuggets,
754,15,04-02-2020 21:00,Staples Center,Los Angeles Lakers,San Antonio Spurs,129,102,Los Angeles Lakers,
755,15,05-02-2020 18:00,Little Caesars Arena,Detroit Pistons,Phoenix Suns,116,108,Detroit Pistons,
756,15,05-02-2020 18:30,TD Garden,Boston Celtics,Orlando Magic,116,100,Boston Celtics,
757,15,05-02-2020 18:30,Barclays Center,Brooklyn Nets,Golden State Warriors,129,88,Brooklyn Nets,
758,15,05-02-2020 18:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,119,118,Toronto Raptors,
759,15,05-02-2020 19:00,Target Center,Minnesota Timberwolves,Atlanta Hawks,120,127,Atlanta Hawks,
760,15,05-02-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Cleveland Cavaliers,109,103,Oklahoma City Thunder,
761,15,05-02-2020 19:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,107,121,Memphis Grizzlies,
762,15,05-02-2020 20:00,Vivint Smart Home Arena,Utah Jazz,Denver Nuggets,95,98,Denver Nuggets,
763,15,05-02-2020 21:00,Staples Center,LA Clippers,Miami Heat,128,111,LA Clippers,
764,16,06-02-2020 18:30,Madison Square Garden,New York Knicks,Orlando Magic,105,103,New York Knicks,
765,16,06-02-2020 19:00,United Center,Chicago Bulls,New Orleans Pelicans,119,125,New Orleans Pelicans,
766,16,06-02-2020 19:00,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,112,101,Milwaukee Bucks,
767,16,06-02-2020 21:00,Moda Center,Portland Trail Blazers,San Antonio Spurs,125,117,Portland Trail Blazers,
768,16,06-02-2020 21:30,Staples Center,Los Angeles Lakers,Houston Rockets,111,121,Houston Rockets,
769,16,07-02-2020 18:00,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,119,107,Philadelphia 76ers,
770,16,07-02-2020 18:00,Capital One Arena,Washington Wizards,Dallas Mavericks,119,118,Washington Wizards,
771,16,07-02-2020 18:30,TD Garden,Boston Celtics,Atlanta Hawks,112,107,Boston Celtics,
772,16,07-02-2020 19:00,Bankers Life Fieldhouse,Indiana Pacers,Toronto Raptors,106,115,Toronto Raptors,
773,16,07-02-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Detroit Pistons,108,101,Oklahoma City Thunder,
774,16,07-02-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Houston Rockets,127,91,Phoenix Suns,
775,16,07-02-2020 21:00,Golden 1 Center,Sacramento Kings,Miami Heat,105,97,Sacramento Kings,
776,16,07-02-2020 21:30,Vivint Smart Home Arena,Utah Jazz,Portland Trail Blazers,117,114,Utah Jazz,
777,16,08-02-2020 16:00,Amway Center,Orlando Magic,Milwaukee Bucks,95,112,Milwaukee Bucks,
778,16,08-02-2020 18:00,Spectrum Center,Charlotte Hornets,Dallas Mavericks,100,116,Dallas Mavericks,
779,16,08-02-2020 18:00,Little Caesars Arena,Detroit Pistons,New York Knicks,92,95,New York Knicks,
780,16,08-02-2020 18:30,Bankers Life Fieldhouse,Indiana Pacers,New Orleans Pelicans,117,124,New Orleans Pelicans,
781,16,08-02-2020 18:30,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,119,118,Toronto Raptors,
782,16,08-02-2020 19:00,Target Center,Minnesota Timberwolves,LA Clippers,142,115,Minnesota Timberwolves,
783,16,08-02-2020 19:30,Chase Center,Golden State Warriors,Los Angeles Lakers,120,125,Los Angeles Lakers,
784,16,08-02-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Denver Nuggets,108,117,Denver Nuggets,
785,16,08-02-2020 21:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,122,102,Sacramento Kings,
786,16,09-02-2020 14:30,Chesapeake Energy Arena,Oklahoma City Thunder,Boston Celtics,111,112,Boston Celtics,
787,16,09-02-2020 17:00,State Farm Arena,Atlanta Hawks,New York Knicks,140,135,Atlanta Hawks,
788,16,09-02-2020 17:00,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,118,111,Philadelphia 76ers,
789,16,09-02-2020 17:00,Capital One Arena,Washington Wizards,Memphis Grizzlies,99,106,Memphis Grizzlies,
790,16,09-02-2020 18:00,Toyota Center,Houston Rockets,Utah Jazz,113,114,Utah Jazz,
791,16,09-02-2020 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,LA Clippers,92,133,LA Clippers,
792,16,09-02-2020 20:00,Moda Center,Portland Trail Blazers,Miami Heat,115,109,Portland Trail Blazers,
793,16,10-02-2020 18:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,76,87,Charlotte Hornets,
794,16,10-02-2020 18:00,Bankers Life Fieldhouse,Indiana Pacers,Brooklyn Nets,105,106,Brooklyn Nets,
795,16,10-02-2020 18:00,Amway Center,Orlando Magic,Atlanta Hawks,135,126,Orlando Magic,
796,16,10-02-2020 18:30,Scotiabank Arena,Toronto Raptors,Minnesota Timberwolves,137,126,Toronto Raptors,
797,16,10-02-2020 19:00,Fiserv Forum,Milwaukee Bucks,Sacramento Kings,123,111,Milwaukee Bucks,
798,16,10-02-2020 19:30,American Airlines Center,Dallas Mavericks,Utah Jazz,119,123,Utah Jazz,
799,16,10-02-2020 20:00,Pepsi Center,Denver Nuggets,San Antonio Spurs,127,120,Denver Nuggets,
800,16,10-02-2020 21:30,Chase Center,Golden State Warriors,Miami Heat,101,113,Miami Heat,
801,16,10-02-2020 21:30,Staples Center,Los Angeles Lakers,Phoenix Suns,125,100,Los Angeles Lakers,
802,16,11-02-2020 18:00,Wells Fargo Center,Philadelphia 76ers,LA Clippers,110,103,Philadelphia 76ers,
803,16,11-02-2020 18:00,Capital One Arena,Washington Wizards,Chicago Bulls,126,114,Washington Wizards,
804,16,11-02-2020 19:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,138,117,New Orleans Pelicans,
805,16,11-02-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,San Antonio Spurs,106,114,San Antonio Spurs,
806,16,11-02-2020 20:30,Toyota Center,Houston Rockets,Boston Celtics,116,105,Houston Rockets,
807,16,12-02-2020 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Atlanta Hawks,127,105,Cleveland Cavaliers,
808,16,12-02-2020 18:00,Amway Center,Orlando Magic,Detroit Pistons,116,112,Orlando Magic,
809,16,12-02-2020 18:30,Barclays Center,Brooklyn Nets,Toronto Raptors,101,91,Brooklyn Nets,
810,16,12-02-2020 18:30,Bankers Life Fieldhouse,Indiana Pacers,Milwaukee Bucks,118,111,Indiana Pacers,
811,16,12-02-2020 18:30,Madison Square Garden,New York Knicks,Washington Wizards,96,114,Washington Wizards,
812,16,12-02-2020 19:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,111,104,Memphis Grizzlies,
813,16,12-02-2020 19:00,Target Center,Minnesota Timberwolves,Charlotte Hornets,108,115,Charlotte Hornets,
814,16,12-02-2020 19:30,American Airlines Center,Dallas Mavericks,Sacramento Kings,130,111,Dallas Mavericks,
815,16,12-02-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Golden State Warriors,112,106,Phoenix Suns,
816,16,12-02-2020 20:00,Vivint Smart Home Arena,Utah Jazz,Miami Heat,116,101,Utah Jazz,
817,16,12-02-2020 21:00,Pepsi Center,Denver Nuggets,Los Angeles Lakers,116,120,Los Angeles Lakers,
818,16,13-02-2020 19:00,TD Garden,Boston Celtics,LA Clippers,141,133,Boston Celtics,
819,16,13-02-2020 19:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,118,123,Oklahoma City Thunder,
820,17,20-02-2020 18:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,106,126,Milwaukee Bucks,
821,17,20-02-2020 18:30,State Farm Arena,Atlanta Hawks,Miami Heat,129,124,Atlanta Hawks,
822,17,20-02-2020 19:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,112,104,Philadelphia 76ers,
823,17,20-02-2020 19:00,United Center,Chicago Bulls,Charlotte Hornets,93,103,Charlotte Hornets,
824,17,20-02-2020 21:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,129,125,Sacramento Kings,
825,17,20-02-2020 21:30,Chase Center,Golden State Warriors,Houston Rockets,105,135,Houston Rockets,
826,17,21-02-2020 18:00,Amway Center,Orlando Magic,Dallas Mavericks,106,122,Dallas Mavericks,
827,17,21-02-2020 18:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,108,113,Cleveland Cavaliers,
828,17,21-02-2020 18:30,Madison Square Garden,New York Knicks,Indiana Pacers,98,106,Indiana Pacers,
829,17,21-02-2020 18:30,Scotiabank Arena,Toronto Raptors,Phoenix Suns,118,101,Toronto Raptors,
830,17,21-02-2020 19:00,Target Center,Minnesota Timberwolves,Boston Celtics,117,127,Boston Celtics,
831,17,21-02-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Denver Nuggets,113,101,Oklahoma City Thunder,
832,17,21-02-2020 20:00,Vivint Smart Home Arena,Utah Jazz,San Antonio Spurs,104,113,San Antonio Spurs,
833,17,21-02-2020 21:30,Staples Center,Los Angeles Lakers,Memphis Grizzlies,117,105,Los Angeles Lakers,
834,17,21-02-2020 21:30,Moda Center,Portland Trail Blazers,New Orleans Pelicans,115,128,New Orleans Pelicans,
835,17,22-02-2020 14:30,Staples Center,LA Clippers,Sacramento Kings,103,112,Sacramento Kings,
836,17,22-02-2020 18:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,86,115,Brooklyn Nets,
837,17,22-02-2020 18:30,State Farm Arena,Atlanta Hawks,Dallas Mavericks,111,107,Atlanta Hawks,
838,17,22-02-2020 19:00,American Airlines Arena,Miami Heat,Cleveland Cavaliers,124,105,Miami Heat,
839,17,22-02-2020 19:00,United Center,Chicago Bulls,Phoenix Suns,104,112,Phoenix Suns,
840,17,22-02-2020 19:30,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,119,98,Milwaukee Bucks,
841,17,22-02-2020 20:00,Vivint Smart Home Arena,Utah Jazz,Houston Rockets,110,120,Houston Rockets,
842,17,23-02-2020 14:30,Staples Center,Los Angeles Lakers,Boston Celtics,114,112,Los Angeles Lakers,
843,17,23-02-2020 17:00,Scotiabank Arena,Toronto Raptors,Indiana Pacers,127,81,Toronto Raptors,
844,17,23-02-2020 17:00,Pepsi Center,Denver Nuggets,Minnesota Timberwolves,128,116,Denver Nuggets,
845,17,23-02-2020 18:00,United Center,Chicago Bulls,Washington Wizards,126,117,Chicago Bulls,
846,17,23-02-2020 18:00,Chesapeake Energy Arena,Oklahoma City Thunder,San Antonio Spurs,131,103,Oklahoma City Thunder,
847,17,23-02-2020 19:30,Chase Center,Golden State Warriors,New Orleans Pelicans,101,115,New Orleans Pelicans,
848,17,23-02-2020 20:00,Moda Center,Portland Trail Blazers,Detroit Pistons,107,104,Portland Trail Blazers,
849,17,24-02-2020 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Miami Heat,125,119,Cleveland Cavaliers,
850,17,24-02-2020 18:00,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,129,112,Philadelphia 76ers,
851,17,24-02-2020 18:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,134,137,Milwaukee Bucks,
852,17,24-02-2020 18:30,Barclays Center,Brooklyn Nets,Orlando Magic,113,115,Orlando Magic,
853,17,24-02-2020 19:00,Toyota Center,Houston Rockets,New York Knicks,123,112,Houston Rockets,
854,17,24-02-2020 19:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,139,123,Dallas Mavericks,
855,17,24-02-2020 20:00,Vivint Smart Home Arena,Utah Jazz,Phoenix Suns,111,131,Phoenix Suns,
856,17,24-02-2020 21:30,Staples Center,LA Clippers,Memphis Grizzlies,124,97,LA Clippers,
857,17,25-02-2020 18:00,Bankers Life Fieldhouse,Indiana Pacers,Charlotte Hornets,119,80,Indiana Pacers,
858,17,25-02-2020 18:30,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,97,108,Milwaukee Bucks,
859,17,25-02-2020 19:00,United Center,Chicago Bulls,Oklahoma City Thunder,122,124,Oklahoma City Thunder,
860,17,25-02-2020 20:00,Pepsi Center,Denver Nuggets,Detroit Pistons,115,98,Denver Nuggets,
861,17,25-02-2020 21:00,Staples Center,Los Angeles Lakers,New Orleans Pelicans,118,109,Los Angeles Lakers,
862,17,25-02-2020 21:00,Moda Center,Portland Trail Blazers,Boston Celtics,106,118,Boston Celtics,
863,17,25-02-2020 21:30,Chase Center,Golden State Warriors,Sacramento Kings,94,112,Sacramento Kings,
864,17,26-02-2020 18:00,Spectrum Center,Charlotte Hornets,New York Knicks,107,101,Charlotte Hornets,
